4.05	50	46.87204038
4.1	50	46.38154038
4.15	50	45.89104038
4.2	50	45.40054038
4.25	50	44.91004038
4.3	50	44.41954038
4.35	50	43.92904038
4.4	50	43.43854038
4.45	50	42.94804038
4.5	50	42.45754038
4.55	50	41.96704038
4.6	50	41.47654038
4.65	50	40.98604038
4.7	50	40.49554038
4.75	50	40.00504038
4.8	50	39.51454038
4.85	50	39.02404038
4.9	50	38.53354038
4.95	50	38.04304038
5	50	37.55254038
5.05	50	37.06204038
5.1	50	36.57154038
5.15	50	36.08104038
5.2	50	35.59054038
5.25	50	35.10004038
5.3	50	34.60954038
5.35	50	34.11904038
5.4	50	33.62854038
5.45	50	33.13804038
5.5	50	32.64754038
5.55	50	32.15704038
5.6	50	31.66654038
5.65	50	31.17604038
5.7	50	30.68554038
5.75	50	30.19504038
5.8	50	29.70454038
5.85	50	29.21404038
5.9	50	28.72354038
5.95	50	28.23304038
6	50	27.74254038
6.05	50	27.25204038
6.1	50	26.76154038
6.15	50	26.27104038
6.2	50	25.78054038
6.25	50	25.29004038
6.3	50	24.79954038
6.35	50	24.30904038
6.4	50	23.81854038
6.45	50	23.32804038
6.5	50	22.83754038
6.55	50	22.34704038
6.6	50	21.85654038
6.65	50	21.36604038
6.7	50	20.87554038
6.75	50	20.38504038
6.8	50	19.89454038
6.85	50	19.40404038
6.9	50	18.91354038
6.95	50	18.42304038
7	50	17.93254038
7.05	50	17.44204038
7.1	50	16.95154038
7.15	50	16.46104038
7.2	50	15.97054038
7.25	50	15.48004038
7.3	50	14.98954038
7.35	50	14.49904038
7.4	50	14.00854038
7.45	50	13.51804038
7.5	50	13.02754038
7.55	50	12.53704038
7.6	50	12.04654038
7.65	50	11.55604038
7.7	50	11.06554038
7.75	50	10.57504038
7.8	50	10.08454038
7.85	50	9.594040378
7.9	50	9.103540378
7.95	50	8.613040378
8	50	8.122540378
