0	50	86.60254038
0.05	50	86.11204038
0.1	50	85.62154038
0.15	50	85.13104038
0.2	50	84.64054038
0.25	50	84.15004038
0.3	50	83.65954038
0.35	50	83.16904038
0.4	50	82.67854038
0.45	50	82.18804038
0.5	50	81.69754038
0.55	50	81.20704038
0.6	50	80.71654038
0.65	50	80.22604038
0.7	50	79.73554038
0.75	50	79.24504038
0.8	50	78.75454038
0.85	50	78.26404038
0.9	50	77.77354038
0.95	50	77.28304038
1	50	76.79254038
1.05	50	76.30204038
1.1	50	75.81154038
1.15	50	75.32104038
1.2	50	74.83054038
1.25	50	74.34004038
1.3	50	73.84954038
1.35	50	73.35904038
1.4	50	72.86854038
1.45	50	72.37804038
1.5	50	71.88754038
1.55	50	71.39704038
1.6	50	70.90654038
1.65	50	70.41604038
1.7	50	69.92554038
1.75	50	69.43504038
1.8	50	68.94454038
1.85	50	68.45404038
1.9	50	67.96354038
1.95	50	67.47304038
2	50	66.98254038
2.05	50	66.49204038
2.1	50	66.00154038
2.15	50	65.51104038
2.2	50	65.02054038
2.25	50	64.53004038
2.3	50	64.03954038
2.35	50	63.54904038
2.4	50	63.05854038
2.45	50	62.56804038
2.5	50	62.07754038
2.55	50	61.58704038
2.6	50	61.09654038
2.65	50	60.60604038
2.7	50	60.11554038
2.75	50	59.62504038
2.8	50	59.13454038
2.85	50	58.64404038
2.9	50	58.15354038
2.95	50	57.66304038
3	50	57.17254038
3.05	50	56.68204038
3.1	50	56.19154038
3.15	50	55.70104038
3.2	50	55.21054038
3.25	50	54.72004038
3.3	50	54.22954038
3.35	50	53.73904038
3.4	50	53.24854038
3.45	50	52.75804038
3.5	50	52.26754038
3.55	50	51.77704038
3.6	50	51.28654038
3.65	50	50.79604038
3.7	50	50.30554038
3.75	50	49.81504038
3.8	50	49.32454038
3.85	50	48.83404038
3.9	50	48.34354038
3.95	50	47.85304038
4	50	47.36254038
