0	0	100	0
0.05	0	100	-0.4905
0.1	0	100	-0.981
0.15	0	100	-1.4715
0.2	0	100	-1.962
0.25	0	100	-2.4525
0.3	0	100	-2.943
0.35	0	100	-3.4335
0.4	0	100	-3.924
0.45	0	100	-4.4145
0.5	0	100	-4.905
0.55	0	100	-5.3955
0.6	0	100	-5.886
0.65	0	100	-6.3765
0.7	0	100	-6.867
0.75	0	100	-7.3575
0.8	0	100	-7.848
0.85	0	100	-8.3385
0.9	0	100	-8.829
0.95	0	100	-9.3195
1	0	100	-9.81
1.05	0	100	-10.3005
1.1	0	100	-10.791
1.15	0	100	-11.2815
1.2	0	100	-11.772
1.25	0	100	-12.2625
1.3	0	100	-12.753
1.35	0	100	-13.2435
1.4	0	100	-13.734
1.45	0	100	-14.2245
1.5	0	100	-14.715
1.55	0	100	-15.2055
1.6	0	100	-15.696
1.65	0	100	-16.1865
1.7	0	100	-16.677
1.75	0	100	-17.1675
1.8	0	100	-17.658
1.85	0	100	-18.1485
1.9	0	100	-18.639
1.95	0	100	-19.1295
2	0	100	-19.62
2.05	0	100	-20.1105
2.1	0	100	-20.601
2.15	0	100	-21.0915
2.2	0	100	-21.582
2.25	0	100	-22.0725
2.3	0	100	-22.563
2.35	0	100	-23.0535
2.4	0	100	-23.544
2.45	0	100	-24.0345
2.5	0	100	-24.525
2.55	0	100	-25.0155
2.6	0	100	-25.506
2.65	0	100	-25.9965
2.7	0	100	-26.487
2.75	0	100	-26.9775
2.8	0	100	-27.468
2.85	0	100	-27.9585
2.9	0	100	-28.449
2.95	0	100	-28.9395
3	0	100	-29.43
3.05	0	100	-29.9205
3.1	0	100	-30.411
3.15	0	100	-30.9015
3.2	0	100	-31.392
3.25	0	100	-31.8825
3.3	0	100	-32.373
3.35	0	100	-32.8635
3.4	0	100	-33.354
3.45	0	100	-33.8445
3.5	0	100	-34.335
3.55	0	100	-34.8255
3.6	0	100	-35.316
3.65	0	100	-35.8065
3.7	0	100	-36.297
3.75	0	100	-36.7875
3.8	0	100	-37.278
3.85	0	100	-37.7685
3.9	0	100	-38.259
3.95	0	100	-38.7495
4	0	100	-39.24
